timestamp,temp,pressure,current
2024-01-01 00:00:00,50.0,32.0,10.353553390593273
2024-01-01 00:01:00,50.03116948413084,31.9999611381528,10.355750536083853
2024-01-01 00:02:00,50.06233775695796,31.99984455412144,10.357933856451458
2024-01-01 00:03:00,50.09350360722469,31.9996502524366,10.360103266848226
2024-01-01 00:04:00,50.124665823768524,31.999378240649193,10.36225868296686
2024-01-01 00:05:00,50.15582319556816,31.9990285293301,10.364400021043911
2024-01-01 00:06:00,50.18697451179058,31.998601132069755,10.366527197863025
2024-01-01 00:07:00,50.2181185618381,31.9980960654776,10.36864013075818
2024-01-01 00:08:00,50.24925413539539,31.99751334918146,10.370738737616902
2024-01-01 00:09:00,50.28038002247656,31.99685300582676,10.372822936883452
2024-01-01 00:10:00,50.31149501347213,31.996115061075667,10.374892647561996
2024-01-01 00:11:00,50.34259789919609,31.99529954360608,10.376947789219752
2024-01-01 00:12:00,50.37368747093284,31.994406485110506,10.378988281990123
2024-01-01 00:13:00,50.4047625204842,31.993435920294857,10.381014046575789
2024-01-01 00:14:00,50.435821840216335,31.99238788687707,10.383025004251795
2024-01-01 00:15:00,50.466864223106704,31.991262425585656,10.385021076868611
2024-01-01 00:16:00,50.49788846279097,31.99005958015813,10.38700218685517
2024-01-01 00:17:00,50.528893353609874,31.988779397339275,10.388968257221878
2024-01-01 00:18:00,50.55987769065609,31.987421926879367,10.390919211563608
2024-01-01 00:19:00,50.59084026982104,31.985987221532216,10.392854974062669
2024-01-01 00:20:00,50.6217798878417,31.98447533705312,10.394775469491757
2024-01-01 00:21:00,50.652695342347364,31.982886332196703,10.396680623216872
2024-01-01 00:22:00,50.68358543190637,31.981220268714626,10.39857036120022
2024-01-01 00:23:00,50.71444895607277,31.9794772113532,10.400444610003092
2024-01-01 00:24:00,50.745284715433016,31.977657227850848,10.402303296788718
2024-01-01 00:25:00,50.77609151165252,31.975760388935498,10.404146349325096
2024-01-01 00:26:00,50.80686814752229,31.973786768321805,10.4059736959878
2024-01-01 00:27:00,50.8376134270054,31.971736442708316,10.407785265762765
2024-01-01 00:28:00,50.86832615528349,31.96960949177447,10.40958098824904
2024-01-01 00:29:00,50.899005138803226,31.967405998177515,10.411360793661533
2024-01-01 00:30:00,50.92964918532262,31.965126047549276,10.41312461283372
2024-01-01 00:31:00,50.96025710395742,31.962769728492848,10.414872377220327
2024-01-01 00:32:00,50.990827705227375,31.96033713257914,10.416604018900005
2024-01-01 00:33:00,51.02135980110245,31.95782835434333,10.418319470577956
2024-01-01 00:34:00,51.051852205048995,31.955243491281166,10.420018665588561
2024-01-01 00:35:00,51.08230373207588,31.952582643845208,10.421701537897961
2024-01-01 00:36:00,51.1127131987805,31.949845915440896,10.423368022106633
2024-01-01 00:37:00,51.1430794233948,31.947033412422556,10.425018053451922
2024-01-01 00:38:00,51.17340122583122,31.94414524408925,10.426651567810557
2024-01-01 00:39:00,51.2036774277285,31.94118152268053,10.428268501701158
2024-01-01 00:40:00,51.233906852497505,31.93814236337209,10.429868792286685
2024-01-01 00:41:00,51.26408832536694,31.935027884271275,10.43145237737689
2024-01-01 00:42:00,51.29422067342904,31.93183820641249,10.433019195430731
2024-01-01 00:43:00,51.32430272568508,31.928573453752513,10.434569185558765
2024-01-01 00:44:00,51.35433331309095,31.92523375316566,10.436102287525511
2024-01-01 00:45:00,51.38431126860254,31.92181923443887,10.437618441751797
2024-01-01 00:46:00,51.414235427221136,31.918330030266645,10.439117589317068
2024-01-01 00:47:00,51.44410462603866,31.914766276245903,10.440599671961678
2024-01-01 00:48:00,51.47391770428286,31.91112811087071,10.44206463208916
2024-01-01 00:49:00,51.50367350336246,31.90741567552689,10.443512412768458
2024-01-01 00:50:00,51.53337086691212,31.903629114486545,10.44494295773614
